,RestaurantID,Name,Cuisine,Rating,Number of Reviews,Address,Zip Code,Latitude,Longitude,isClosed,insertedAtTimestamp
2151,evHWhvANb4cvraeAzow0vg,Hong Garden,chinese,3.5,8,2515 Adam Clayton Powell,10039.0,40.821929931640604,-73.9383544921875,False,03/03/2020 18:01:54
2150,z4ac0Zdj7wyXqBQRRbQKOQ,Canton Palace II,chinese,3.0,215,88 Rte 46 W,7657.0,40.8447303369746,-74.0083200176165,False,03/03/2020 18:01:54
5699,zPK48x2wvTmJTQ_13bbeRQ,Hong Kong Cafe,chinese,4.0,31,357 Franklin Ave,11238.0,40.687267,-73.95666999999999,False,03/03/2020 18:13:42
5698,5u4T6-Z-KhHrRZ9g54pugQ,Carol's Bun,chinese,4.0,31,139 E Broadway,10002.0,40.7138317002555,-73.9914554524045,False,03/03/2020 18:13:42
2154,87C46cZ-Kbinme_hsgjspA,Teng Dragon,chinese,2.0,3,2923 8th Ave,10039.0,40.8288972792979,-73.937735451885,False,03/03/2020 18:01:54
79,A_e9adJ7v_U7trur2JMrgA,Grill On Lee,chinese,4.0,12,108 Lee Ave,11211.0,40.7044641162683,-73.9587070047855,False,03/03/2020 17:59:43
5696,k34VgKhpuIRPEr8vKSMwjA,Chung Chun Kitchen,chinese,4.0,21,338 Myrtle Ave,11205.0,40.69314,-73.973,False,03/03/2020 18:13:42
5695,hBbAmEYXM4L03AU9Vt_p9g,Hong Kong Station,chinese,3.5,127,157 W 47th St,10036.0,40.75894,-73.98371999999999,False,03/03/2020 18:13:42
5694,EbX_9tqAJs4gW51gZpOB7g,Rasa,chinese,4.0,708,25 W 8th St,10011.0,40.7327654,-73.99756740000001,False,03/03/2020 18:13:42
5693,WgQkB7cbPNgj0pLin7gQtw,La Nueva Victoria,chinese,3.5,91,2536 Broadway,10025.0,40.79372,-73.971954,False,03/03/2020 18:13:42
5692,BPErPpKSNluwcjbKRgze3w,Xi'an Famous Foods,chinese,4.0,508,328 E 78th St,10075.0,40.77197,-73.95452,False,03/03/2020 18:13:42
2173,nb-enKBWAbJ1L7Db4zs8eQ,King Hing Restaurant,chinese,4.0,10,3227 Westchester Ave,10461.0,40.85217,-73.82916,False,03/03/2020 18:01:55
5697,30pqvzHrCNmnodJCRyzrTg,Snacky,chinese,4.0,192,187 Grand St,11211.0,40.71439,-73.9607,False,03/03/2020 18:13:42
2155,bgnM6uy66zupYzb4QdL3vA,108 Food Dried Hot Pot,chinese,3.5,133,2794 Broadway,10025.0,40.80271,-73.96738,False,03/03/2020 18:01:54
5691,YvMLbSK_tWmaOjYGwOUd5Q,Xi’an Famous Foods,chinese,4.0,113,8 Liberty Pl,10038.0,40.709193,-74.00934699999999,False,03/03/2020 18:13:42
2157,dDXtga5Kgo5B1twdezcZJA,Auntie Guan's Kitchen 108,chinese,3.5,333,108 W 14th St,10011.0,40.737721347759795,-73.99741485125179,False,03/03/2020 18:01:54
2156,Gc1IwjWFF9wiiZt23OkDrg,Number 8 Chinese Restaurant,chinese,3.0,1,176 W Fordham Rd,10468.0,40.8626,-73.90872,False,03/03/2020 18:01:54
2171,7wrFd9tnIBMClzDnrWdSNw,Chinatown Kitchen,chinese,4.5,10,450 60th St,7093.0,40.7885757502878,-74.0158536518411,False,03/03/2020 18:01:54
2170,oizwTwvIitkCY_-czB8wqw,Pick Up Six,chinese,3.5,10,221 W 230th St,10463.0,40.87746,-73.90698,False,03/03/2020 18:01:54
2169,4OMdn4aQt4KUNSNCVEiP6Q,New Dragon Star Chinese Kitchen,chinese,4.0,12,4216 White Plains Rd,10466.0,40.89393,-73.85677,False,03/03/2020 18:01:54
2168,2lJwfmyRKO8zFz5Xuiw11w,The Cottage,chinese,3.0,327,360 Amsterdam Ave,10024.0,40.782066815528104,-73.97937993981459,False,03/03/2020 18:01:54
2166,X4pU6d-yis0FnK9HCYsZ9g,Jade House,chinese,3.5,32,1365 16th St,7024.0,40.84546160000001,-73.9798881,False,03/03/2020 18:01:54
2165,aD_tAAEq_9EOqnUTnOrloQ,King Wok,chinese,3.0,9,725 Allerton Ave,10467.0,40.865609899999995,-73.86618,False,03/03/2020 18:01:54
2167,ISJTy8URJpPzPtOrw_n8Ng,Great Wall,chinese,5.0,1,732 E 187th St,10458.0,40.853559999999995,-73.88316999999999,False,03/03/2020 18:01:54
2163,MaZWYgvu08NLQVRcDGGvqQ,Zhen Wei Fang,chinese,4.0,187,207 Bowery,10002.0,40.72128,-73.99343,False,03/03/2020 18:01:54
2162,jVuj54_J9z0w9DjKPoUK2g,China Mia,chinese,4.0,40,2232 White Plains Rd,10467.0,40.858189200000005,-73.8675759,False,03/03/2020 18:01:54
2161,8Oo2AtQEPDfxIOnA8wfXoQ,886,chinese,4.0,345,26 Saint Marks Pl,10003.0,40.728770000000004,-73.98873,False,03/03/2020 18:01:54
2160,u0qfikB-ppp6UwoNKqxlRw,Flame,chinese,4.0,400,100 W 82nd St,10024.0,40.78396,-73.97444,False,03/03/2020 18:01:54
2159,u2ATaaV_oysUAlhRhzrAUA,U Like,chinese,3.0,58,2151 Lemoine Ave,7024.0,40.855831,-73.967799,False,03/03/2020 18:01:54
2158,FXhSEZfIqjMZh4hR0_8jMQ,China Xiang 中国湘,chinese,4.0,472,360 W 42nd Street,10036.0,40.758290212563296,-73.99251139938991,False,03/03/2020 18:01:54
2164,SNhDVaf_n7VDZcfry8mYdA,The Bao,chinese,4.0,1201,13 St Marks Pl,10003.0,40.72939,-73.9889199,False,03/03/2020 18:01:54
2752,i0LL4uKXMlxhq4pWdesN1A,Bertolotti,dessert,5.0,1,54 Industrial Ave,7022.0,40.819109999999995,-74.00345,False,03/03/2020 18:03:54
4154,ypqK8DWM8Bcs43YveSJnNw,Manhatta,dessert,4.5,466,28 Liberty St,10005.0,40.707762,-74.008851,False,03/03/2020 18:08:34
4153,ZXGWcp5XvjVpQDJNQ2jDIA,Catmint Wheel Cake,dessert,4.0,88,124 Macdougal St,10012.0,40.729929605947596,-74.0002886205912,False,03/03/2020 18:08:34
4152,VvsZAnEwU4c8Xkyrzx05Nw,Anytime,dessert,4.5,1374,23 W 32nd St,10001.0,40.74779,-73.98674,False,03/03/2020 18:08:34
4151,QjfjW56gCamQpzRaGDNo-w,Snowy Village,dessert,3.5,10,353 W 14th St,10014.0,40.7408261,-74.00471359999999,False,03/03/2020 18:08:34
2753,LJtq4TugycFgNN5AoJvc5Q,Posh Pop Bakeshop,dessert,4.0,229,192 Bleecker St,10012.0,40.7291965397419,-74.0015334018494,False,03/03/2020 18:03:54
2760,S-619sO8qSxQcis0DBHvNw,Cafe Hanamizuki,dessert,4.0,538,143 W 29th St,10001.0,40.7474471,-73.9915989,False,03/03/2020 18:03:54
2755,Q9ZANYoZ-M9e7ZvGHZwqFg,Ample Hills Creamery,dessert,4.5,211,34-02 30th Ave,11103.0,40.7655,-73.919,False,03/03/2020 18:03:54
2756,npiIhpcWePbVT3JYEcy3zg,Wayan,dessert,4.5,206,20 Spring St,10012.0,40.721381313920205,-73.9950757664721,False,03/03/2020 18:03:54
2757,Tdplwqlrl2f_BkbfndX5tw,Cha Cha Matcha,dessert,5.0,5,501 5th Ave,10017.0,40.75313,-73.98071999999999,False,03/03/2020 18:03:54
2758,x52B25Yb8yTCqP4RTYqDAQ,The Doughnut Project,dessert,4.0,140,912 7th Ave,10019.0,40.76607,-73.97986,False,03/03/2020 18:03:54
2759,cwSP0yZScIUQ9gptaQRzdA,Leila's Crepe Station,dessert,5.0,2,,10701.0,40.94158,-73.87907,False,03/03/2020 18:03:54
2761,xHYxxrw3N5TRY32zS5_I5g,Gourmandises de France,dessert,4.0,38,1437 1st Ave,10021.0,40.76955,-73.95494000000001,False,03/03/2020 18:03:54
2754,WyUyyLZhZ03MXFYeXn3ekw,Glaze Donuts,dessert,4.5,437,358 River Rd,7646.0,40.940909999999995,-74.0213747,False,03/03/2020 18:03:54
4155,F7UeBLZHOtyxz2rTNnmt3Q,Billy's Bakery,dessert,3.5,1217,184 9th Ave,10011.0,40.745323,-74.001861,False,03/03/2020 18:08:34
4163,0KyT5BS9ckMzkhnlnlfmQA,Sant Ambroeus Coffee Bar at Loews Regency Hotel,dessert,4.0,66,540 Park Ave,10021.0,40.7644723,-73.9691365,False,03/03/2020 18:08:35
4157,Adz9-EmgvrnG1fLTyLHHtg,Güllüoglu Cafe,dessert,4.0,31,611 Anderson Ave,7010.0,40.82527,-73.98824,False,03/03/2020 18:08:34
4172,Q_7J5E-cYCQfHNCkCyMdLA,Baked,dessert,4.0,503,359 Van Brunt St,11231.0,40.676789,-74.013211,False,03/03/2020 18:08:35
2762,k2xtXGmyMU1q49UTlws8tg,Pop and Pour Cafe,dessert,4.5,113,200 Dyckman St,10040.0,40.86477,-73.92718,False,03/03/2020 18:03:54
4171,K2d_jyiym-61tHTFeHrk2g,Ole & Steen,dessert,4.0,157,873 Broadway,10003.0,40.73802,-73.99022,False,03/03/2020 18:08:35
4170,2pHtrd6P0Z20umI7rdQdSg,Whipped - Urban Dessert Lab,dessert,5.0,2,95 Orchard St,10002.0,40.718482,-73.990312,False,03/03/2020 18:08:35
4169,9C8btMkJBSwmo1FZAWNKPg,Ole & Steen,dessert,4.0,86,518 Lexington Ave,10017.0,40.755638899999994,-73.97349870000001,False,03/03/2020 18:08:35
4168,ndd1BQLqFINytM4kbkCjgQ,La Bergamote,dessert,4.0,367,515 W 52nd St,10019.0,40.7663868,-73.9915846,False,03/03/2020 18:08:35
4167,6pfTUEY8p0nhmQBVHHfgmQ,MilkCow,dessert,3.5,94,69A Bayard St,10013.0,40.715482469684204,-73.9982368470192,False,03/03/2020 18:08:35
4166,r2JVKalbucGf2nryywuL2w,Kopitiam,dessert,4.0,630,151 E Broadway,10002.0,40.71387,-73.99091,False,03/03/2020 18:08:35
4165,Q1ErIlQqHXqtb-13UXXjVQ,Four & Twenty Blackbirds,dessert,4.0,707,439 3rd Ave,11215.0,40.672059999999995,-73.99015,False,03/03/2020 18:08:35
4164,U8juBUAqYYSIMEeGEpHjYg,Grom,dessert,4.0,603,1796 Broadway,10019.0,40.76720670873679,-73.9812852312828,False,03/03/2020 18:08:35
4162,Fq54Vwq3GsBjWJ0o0xdAlA,Dough,dessert,3.5,177,230 Park Ave,10169.0,40.7545776367188,-73.97605895996091,False,03/03/2020 18:08:35
4161,x2OI4M2QJOo3Ymf8YHBhdw,La Maison du Macaron,dessert,4.0,877,132 W 23rd St,10011.0,40.743179999999995,-73.99419,False,03/03/2020 18:08:35
4160,U5hCNNyJmb7f3dmC1HTzSQ,Junior's Restaurant & Bakery - 45th St.,dessert,4.0,4604,1515 Broadway,10036.0,40.7582662685627,-73.98654,False,03/03/2020 18:08:35
4159,Oa5jGPt5eIwz-qBeFxwsMA,Ample Hills Creamery,dessert,4.5,351,600 11th Ave,10036.0,40.762397186448204,-73.997002321425,False,03/03/2020 18:08:35
4158,Qm7m-xpt6wpiYkA2F2RLqg,Museum of Ice Cream,dessert,3.5,100,558 Broadway,10012.0,40.723675,-73.9976,False,03/03/2020 18:08:34
4156,j53yVwU29q7aQBz3TtPiRQ,Mango Mango,dessert,5.0,15,620 Washington St,7030.0,40.744176,-74.029151,False,03/03/2020 18:08:34
2763,Vp73cDdHIRutwalNhjbksA,Daily Provisions,dessert,4.0,59,375 Amsterdam Ave,10024.0,40.78229,-73.97873,False,03/03/2020 18:03:54
2780,rEOG5IJN_5TI2Xn8d3D0Dg,Matcha Love By Ito En,dessert,4.0,221,595 River Rd,7020.0,40.81627,-73.97983,False,03/03/2020 18:03:54
2765,G6zVjf98xwxYqi_DhnihYQ,Dominique Ansel Kitchen,dessert,4.0,555,137 7th Ave S,10014.0,40.7347984313965,-74.00189208984379,False,03/03/2020 18:03:54
2785,j5sBqXdeDsvkK-Ryh7w2VQ,Besfren,dessert,4.0,771,315 5th Ave,10016.0,40.746963,-73.98533,False,03/03/2020 18:04:01
2786,yXeB1M8VZxTE1EPRH6SaXw,Moon Man,dessert,5.0,9,115 Delancey St,10002.0,40.7182566,-73.9881462,False,03/03/2020 18:04:01
2787,amsqC-C-_WTU1L87XLL-UQ,UNICORN GLOW,dessert,4.5,22,141-47 Northern Blvd,11354.0,40.7647386302136,-73.8240568509854,False,03/03/2020 18:04:01
2788,Yx6xDJBEmC8oTAmIEzDRag,Tous Les Jours,dessert,3.5,757,31 West 32nd St,10001.0,40.747938500000004,-73.98701170000001,False,03/03/2020 18:04:01
2789,U7-IRgjOPyQz7VlGer-crQ,Patisserie Florentine,dessert,4.0,530,10 S Dean St,7631.0,40.8932285,-73.9747762,False,03/03/2020 18:04:01
2790,E2mNgb479B3BCfwi2G_KdQ,Flat Top,dessert,4.0,456,1241 Amsterdam Ave,10027.0,40.810041,-73.95869300000001,False,03/03/2020 18:04:01
2784,LvzN8TrUGJRj_UkJV0cAtQ,Empanada Mama - Hell's Kitchen,dessert,4.0,2414,765 9th Ave,10019.0,40.76441,-73.9885,False,03/03/2020 18:04:01
2791,A6PY4QRyj1vT-5ftZskvJQ,Van Leeuwen Ice Cream,dessert,4.5,29,253 Columbus Ave,10023.0,40.7771151,-73.9788959,False,03/03/2020 18:04:01
2793,nD7Hcq5aaCASbWzc0-Sg3A,Bobwhite Counter,dessert,4.5,786,94 Ave C,10009.0,40.72365,-73.97899,False,03/03/2020 18:04:01
2794,drE9p2p_a9TptqyOFnnJVg,Fabrique,dessert,4.5,88,348 W 14th St,10014.0,40.7405,-74.00471,False,03/03/2020 18:04:01
2795,D8UbXnZ1Q9zR8-sPPpsJ-A,Jell & Chill,dessert,4.5,44,110 E 7th St,10009.0,40.7264350340106,-73.9846681058407,False,03/03/2020 18:04:02
2796,VzHdgvEv9bx9RVrNbhsmQw,Little Pie Company,dessert,4.0,691,424 W 43rd St,10036.0,40.75949,-73.99332,False,03/03/2020 18:04:02
2797,2mzyXxnstSPcpDS3u5g_7w,Park Avenue Autumn/Winter/Spring/Summer,dessert,4.0,960,360 Park Ave S,10010.0,40.7419710606337,-73.9852105826139,False,03/03/2020 18:04:02
4150,TthttjDCINv6jOV28bEphg,Chip NYC,dessert,4.5,610,30-06 34th St,11103.0,40.7655337630129,-73.91925185152779,False,03/03/2020 18:08:33
2792,4dphx-gYf5AJao6Kz7iMaA,Harlem Sweet Treats,dessert,5.0,2,225 West 123rd St,10027.0,40.80838,-73.95038000000001,False,03/03/2020 18:04:01
2764,htXRzg3a3jMQt3mg_zM-yQ,Wowfulls,dessert,4.5,325,309 E Houston St,10002.0,40.721047,-73.983519,False,03/03/2020 18:03:54
2783,CI9RYUjDdYS7GXL08tI9Cw,Artuso Pastry Shop,dessert,4.0,147,670 E 187th St,10458.0,40.85416,-73.885124,False,03/03/2020 18:04:01
2781,Q2niM80d8mhzkUGRgjz4xA,Floridita Bakery,dessert,3.5,16,4187 Broadway,10033.0,40.84791,-73.9381,False,03/03/2020 18:03:55
2766,P9HWsgPrQhT5F2I2J65Xzw,Mary's Bakery,dessert,5.0,1,6813 Park Ave,7093.0,40.79184,-74.00416,False,03/03/2020 18:03:54
2767,P4iD0CGBWbLAErbWP9uIDQ,X20 on the Hudson,dessert,4.0,763,71 Water Grant St,10701.0,40.935177,-73.904403,False,03/03/2020 18:03:54
2768,ae8AqaVJ0sUHT4eJwMq-Pg,Spot Dessert Bar,dessert,4.5,622,39-16 Prince St,11354.0,40.759240000000005,-73.8326,False,03/03/2020 18:03:54
2769,EMtj3c2ep8SqJJA17WHgZQ,Cake Burgers,dessert,4.0,7,400 East 120th St,10035.0,40.798320000000004,-73.93329,False,03/03/2020 18:03:54
2770,iAoHFfB_T8U31PhIzD-o_g,Mastro's Steakhouse,dessert,4.0,691,1285 Ave Of The Americas,10019.0,40.761105,-73.980164,False,03/03/2020 18:03:54
2771,TyaZe7M-7E3qOLE_O6FmSg,Cafe Trois,dessert,3.5,31,1475 Bergen Blvd,7024.0,40.852214000000004,-73.9856884,False,03/03/2020 18:03:54
2782,zTW8HJHdhmI-VuJwo7zsFw,Cha-An Bonbon,dessert,4.5,76,238A E 9th St,10003.0,40.7293691,-73.9879042,False,03/03/2020 18:04:01
2772,yWLC4PHhXmpSULaf-HUvhA,Prince Tea House,dessert,4.5,140,1521 York Ave,10028.0,40.772524600000004,-73.94991970000001,False,03/03/2020 18:03:54
2774,DodCeSN_hkXCJDoJ0uVxKg,Nix,dessert,4.0,549,72 University Pl,10003.0,40.73323,-73.99359,False,03/03/2020 18:03:54
2775,Bdneg2FELG-GNQnc-zq1YA,Momofuku Kāwi,dessert,4.0,181,20 Hudson Yards,10001.0,40.7538408290715,-74.0003704647111,False,03/03/2020 18:03:54
2776,CdqIBnH7CYmBJd13Op855A,The Uptown Garrison,dessert,4.0,119,821 W 181st,10033.0,40.85123800900929,-73.93926765308491,False,03/03/2020 18:03:54
2777,zn43M8VysK0NIPf72o5daw,Caffè Panna,dessert,4.5,127,77 Irving Pl,10003.0,40.736886,-73.986817,False,03/03/2020 18:03:54
2778,M-1k30Dgcc1OxZ8buddE4Q,HARBS,dessert,4.0,107,465 W Broadway,10012.0,40.726366,-74.000015,False,03/03/2020 18:03:54
2779,HJg9TbpyWvb6-AFPdb7NCA,King,dessert,3.5,157,18 King St,10014.0,40.7275,-74.00346,False,03/03/2020 18:03:54
2773,ZULHRLrl-8Q83sA3rgZong,Jaida's Sweet Stop,dessert,5.0,1,725 Van Nest Ave,10462.0,40.844115,-73.8645675,False,03/03/2020 18:03:54
2798,Xa91UwBtZaUPpTygSm3qSw,Nur,dessert,4.0,283,34 E 20th St,10003.0,40.73854,-73.9888,False,03/03/2020 18:04:02
3499,SQ7VgqfjItZyoD5tvMeWuA,Sprinkles New York - Upper East Side,dessert,4.0,979,780 Lexington Ave,10065.0,40.763251000000004,-73.967564,False,03/03/2020 18:06:22
4173,nHU9WZRVASyqguAIqLXK8w,Made Nice,dessert,4.0,275,8 W 28th St,10001.0,40.74481,-73.98818,False,03/03/2020 18:08:35
2076,A6PY4QRyj1vT-5ftZskvJQ,Van Leeuwen Ice Cream,dessert,4.5,29,253 Columbus Ave,10023.0,40.7771151,-73.9788959,False,03/03/2020 18:01:39
2077,nRO136GRieGtxz18uD61DA,Eleven Madison Park,dessert,4.5,2176,11 Madison Ave,10010.0,40.7416907417333,-73.9872074872255,False,03/03/2020 18:01:39
2078,vFsjObMTImsnM_DzVo4N3g,Bocca Cucina and Bar,dessert,3.5,366,39 E 19th St,10003.0,40.73826,-73.98886,False,03/03/2020 18:01:39
2079,6Z5OWpaeGGazJHR4LfThsw,Palma,dessert,4.0,708,28 Cornelia St,10014.0,40.73115,-74.00233,False,03/03/2020 18:01:39
2080,U7-IRgjOPyQz7VlGer-crQ,Patisserie Florentine,dessert,4.0,530,10 S Dean St,7631.0,40.8932285,-73.9747762,False,03/03/2020 18:01:39
2081,LJtq4TugycFgNN5AoJvc5Q,Posh Pop Bakeshop,dessert,4.0,229,192 Bleecker St,10012.0,40.7291965397419,-74.0015334018494,False,03/03/2020 18:01:39
2082,lCyiAsEUv8saCamKEU9KUQ,Maman,dessert,4.0,26,205 Hudson St,10013.0,40.72381,-74.00836,False,03/03/2020 18:01:39
2083,KfZtLr5mJi5X0bh4tmSl2Q,Venchi,dessert,4.0,149,861 Broadway,10003.0,40.737487,-73.990474,False,03/03/2020 18:01:39
2084,zyKx042DH-mB1mVq_NmhbQ,Las Chicas Bakery & Cafe,dessert,4.0,61,7553 Bergenline Ave,7047.0,40.80006029999999,-74.0082321,False,03/03/2020 18:01:39
2085,pYjMy5ixIeeG1YLEt4bGDg,Win Son Bakery,dessert,4.0,90,164 Graham Ave,11206.0,40.707209999999996,-73.94301999999999,False,03/03/2020 18:01:39
2075,ZZ-zJbCLfXCNXZgKq3Shcw,Two Crepes,dessert,4.5,45,4301 Park Ave,7087.0,40.7759488964411,-74.019702449441,False,03/03/2020 18:01:39
2086,pL2tig3FxJcrZ4wDIO4TsA,Eataly NYC Downtown,dessert,3.5,968,101 Liberty St,10006.0,40.709716,-74.011714,False,03/03/2020 18:01:39
2088,RZHlSpPc124AgHojTz5j6A,Martha's Country Bakery,dessert,4.0,1016,36-21 Ditmars Blvd,11105.0,40.77409,-73.90737,False,03/03/2020 18:01:39
2089,bW3mY-voyav37nU0uaLmNQ,Dante,dessert,4.0,332,79-81 Macdougal St,10012.0,40.728790000000004,-74.00165,False,03/03/2020 18:01:39
2090,Rlou96aGL2Ij5wOntg2NuA,Prince Tea House,dessert,4.0,76,134 Bowery,10013.0,40.71898,-73.99479000000001,False,03/03/2020 18:01:39
2091,7-jMpWGUxPB8EEtmoqNdqg,Soft Swerve,dessert,4.5,1602,85B Allen St,10002.0,40.718223312785,-73.9911489933729,False,03/03/2020 18:01:39
2092,BrYyTUTABH2twAc77K6alw,Dulce View Bakery & Frozen Yogurt,dessert,3.5,51,6909-15 Kennedy Blvd E,7093.0,40.79123370000001,-74.0009392,False,03/03/2020 18:01:39
2093,NFg9U1diLB75Elx0PdVjuQ,The New York Cakepopery,dessert,5.0,2,,10022.0,40.7591133117676,-73.9682998657227,False,03/03/2020 18:01:40
2094,GDAQaybEqdT08MBkJtrIpA,Booza Organic Ice Cream,dessert,5.0,1,100 Exchange Pl,7302.0,40.7163843,-74.0328827,False,03/03/2020 18:01:40
2095,S-619sO8qSxQcis0DBHvNw,Cafe Hanamizuki,dessert,4.0,538,143 W 29th St,10001.0,40.7474471,-73.9915989,False,03/03/2020 18:01:40
2096,MGd6HFEq1ALD58XWNviSXw,Time Out Market New York,dessert,3.5,231,55 Water St,11201.0,40.70372113997821,-73.9918105285751,False,03/03/2020 18:01:40
2097,oF3yOAqGpIGRbjtOzvSxoA,Bouley Test Kitchen,dessert,4.5,30,31 West 21st St,10010.0,40.7411629,-73.9921063,False,03/03/2020 18:01:40
2087,Z_alP-m-ANCyqD6xvNzd5g,Bars&Bites,dessert,4.5,7,252B Park Ave,7073.0,40.8290191,-74.1004158,False,03/03/2020 18:01:39
2098,htXRzg3a3jMQt3mg_zM-yQ,Wowfulls,dessert,4.5,325,309 E Houston St,10002.0,40.721047,-73.983519,False,03/03/2020 18:01:40
2074,7VszgXnQemW1KzEIYsTTvQ,Pierre Hermé,dessert,4.5,27,8 E 50th St,10022.0,40.758272999999996,-73.976838,False,03/03/2020 18:01:39
2072,XvputGEFzAjLvQ3F034iiw,Macaron Parlour,dessert,4.0,93,560 Columbus Ave,10024.0,40.78740790212729,-73.9717199115436,False,03/03/2020 18:01:39
2050,u9g6NPdCE2JC96J1yvxVuw,La Newyorkina,dessert,4.0,203,240 Sullivan St,10012.0,40.72994,-73.99959,False,03/03/2020 18:01:38
2051,wQLNq8dQE4DxvUSQwzAagw,City Cakes,dessert,4.5,674,251 W 18th St,10011.0,40.742059999999995,-73.99999,False,03/03/2020 18:01:38
2052,d-S-Y4p_v50yy1tDjV2Btw,Aegean Cafe and Breakfast,dessert,5.0,1,672 Anderson Ave,7010.0,40.82724,-73.98668,False,03/03/2020 18:01:38
2053,sI_pvdGJTZ2hPQO9WGUYrQ,Bean & Bean,dessert,4.0,49,189 Main St,7024.0,40.851924,-73.96942209999999,False,03/03/2020 18:01:38
2054,M2CSxMwbkwJr_G_Bzp7Y5Q,Mah-Ze-Dahr Bakery,dessert,4.5,280,28 Greenwich Ave,10011.0,40.73503,-74.00001999999999,False,03/03/2020 18:01:38
2055,UJe9_p6NEl0kA6xHVo5PKw,Amelie,dessert,4.5,193,566 Amsterdam Ave,10024.0,40.78875,-73.97464000000001,False,03/03/2020 18:01:38
2056,S3Fw7s_GA94lJLbLFrqZrw,Bouchon Bakery & Cafe,dessert,4.0,1374,10 Columbus Cir,10019.0,40.768538,-73.982923,False,03/03/2020 18:01:38
2057,j5sBqXdeDsvkK-Ryh7w2VQ,Besfren,dessert,4.0,771,315 5th Ave,10016.0,40.746963,-73.98533,False,03/03/2020 18:01:39
2058,ULt3kmA0_hbZ3j6cMORCaA,Root & Bone,dessert,4.0,1596,200 E 3rd St,10009.0,40.72272,-73.98334,False,03/03/2020 18:01:39
2059,LXxYiSqSereUtkY6EDEnHQ,Silver Moon Bakery,dessert,3.5,416,2740 Broadway,10025.0,40.80053,-73.96769990000001,False,03/03/2020 18:01:39
2073,V75gQDPzAwaqLmjSn-t9DQ,Eggloo,dessert,4.0,895,60 Mulberry St,10013.0,40.7155497342652,-73.9993924610537,False,03/03/2020 18:01:39
2060,d1wm_GR3nGcsgERTrXg2rQ,Om Sweet Home,dessert,4.0,34,708 Anderson Ave,7010.0,40.8287,-73.98603,False,03/03/2020 18:01:39
2062,UQGwXsOt9u0uZX0bY6j1kw,Kirsh Bakery & Kitchen,dessert,4.0,269,551 Amsterdam Ave,10024.0,40.7879297,-73.97462390000001,False,03/03/2020 18:01:39
2063,V5Vn2O88f8Dbk9UifrZ1jg,Choco Love Nuts,dessert,4.5,7,104 W14th St,10011.0,40.737319,-73.997499,False,03/03/2020 18:01:39
2064,HaRZCA7LK8BzG0buH2SaZA,Ice & Vice,dessert,4.5,730,221 E Broadway,10002.0,40.7142842719948,-73.9868737828033,False,03/03/2020 18:01:39
2065,nZhpUWlVygHyIxvLCf_TvQ,Blue Stripes Cacao Shop,dessert,4.5,331,28 East 13th St,10003.0,40.73464,-73.9929,False,03/03/2020 18:01:39
2066,5Vn9Sn71lV9SnNlvAJKltA,Republic of Booza,dessert,3.5,244,76 N 4th St,11249.0,40.717093,-73.961088,False,03/03/2020 18:01:39
2067,dAHoDxBmzWqfobnTbCHaQA,Frenchette,dessert,3.5,238,241 W Broadway,10013.0,40.719640000000005,-74.00578,False,03/03/2020 18:01:39
2068,fa5a7jksUak7yleWLWMigg,Joe’s Steam Rice Roll,dessert,4.0,265,261 Canal St,10013.0,40.719019449671706,-74.00082070380451,False,03/03/2020 18:01:39
2069,ffybNheoc8Z72aNXNG8rZQ,JINN Ice Cream Rolls,dessert,4.5,81,304 Main St,7024.0,40.85201,-73.97263000000001,False,03/03/2020 18:01:39
2070,Q1ErIlQqHXqtb-13UXXjVQ,Four & Twenty Blackbirds,dessert,4.0,707,439 3rd Ave,11215.0,40.672059999999995,-73.99015,False,03/03/2020 18:01:39
2071,iRpQSeBq8FLwOKyWOF8dNQ,Sweet & Flour,dessert,5.0,58,300 Front St,7094.0,40.794151299999996,-74.0641327,False,03/03/2020 18:01:39
2061,zBf-m72ATTPTey-_9vu3Yw,Peacefood Cafe,dessert,4.0,1278,460 Amsterdam Ave,10024.0,40.785326,-73.97713,False,03/03/2020 18:01:39
2799,5nBBHCtvcJzkwTKmd6AHPA,Mavi's Coffee and Patisserie,dessert,4.0,185,237 Main St,7024.0,40.852022999999996,-73.97158,False,03/03/2020 18:04:02
2099,Qm7m-xpt6wpiYkA2F2RLqg,Museum of Ice Cream,dessert,3.5,100,558 Broadway,10012.0,40.723675,-73.9976,False,03/03/2020 18:01:40
3497,nyqK-hAA8ZKYar9PuQiBiA,Bakeri,dessert,4.0,85,105 Freeman St,11222.0,40.73431,-73.95753,False,03/03/2020 18:06:22
3470,jWuUibgnTGsJibOrr6UUSw,Haidilao Hotpot,dessert,4.5,729,138-23 39th Ave,11354.0,40.761263299999996,-73.82803009999999,False,03/03/2020 18:06:15
3469,0tJEDmeNMLueSGLNTF0JFg,Angelina Bakery,dessert,4.5,174,575 8th Ave,10018.0,40.754979999999996,-73.99166,False,03/03/2020 18:06:15
3468,SWK0AQ5KTDDCt8AtOhhasg,Malibu Farm,dessert,3.0,67,89 S St,10038.0,40.705925,-74.001749,False,03/03/2020 18:06:15
3467,l-qN-2S2hoXhoWtXJ0BX-A,Amorino Gelato,dessert,4.5,190,414 Amsterdam Ave,10024.0,40.78379,-73.97825,False,03/03/2020 18:06:15
